CustomerID,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,Churn
HM6617H4JD,86,11.7298986557376,1008.77128439343,Basic,Credit card,Yes,TV Shows,No,TV,3.79432686453925,121.441867744189,21,Fantasy,2.89832788652881,4,Male,5,No,Yes,0
O3LM1DJEII,33,11.5068197377235,379.725051344874,Premium,Electronic check,Yes,Movies,No,Mobile,23.7729410977978,169.575757947116,9,Drama,2.85748329589434,2,Female,23,Yes,Yes,0
2LZWV9RQL8,49,8.35733039506706,409.509189358286,Premium,Bank transfer,Yes,Movies,Yes,TV,35.839673743047,93.4950425679265,0,Fantasy,2.89832788652881,5,Male,19,No,Yes,0
V7E9XNI9DF,53,8.92073296515039,472.798847152971,Standard,Bank transfer,No,Movies,Yes,TV,28.7821210431383,165.795416747533,43,Comedy,4.85866258099641,0,Female,18,Yes,Yes,0
QHBAXJ9D6V,63,9.63131504454497,606.772847806333,Standard,Electronic check,Yes,Movies,Yes,Computer,9.49095715075722,11.8378069985834,16,Comedy,4.3220468146199,1,Male,21,Yes,No,0
9C3BD8HX0R,14,7.96921090938597,111.568952731404,Premium,Bank transfer,Yes,Both,Yes,Computer,3.25111999880006,15.5351415126558,15,Comedy,2.21026218951665,7,Male,14,No,Yes,1
DLTHWP80D3,26,12.1698876429248,338.281005508306,Basic,Electronic check,No,Both,Yes,TV,31.7940712321126,116.063222437628,35,Comedy,1.47255572079252,8,Female,7,Yes,No,0
VK85180DSE,2,16.1254013892129,614.196606371628,Basic,Bank transfer,No,TV Shows,Yes,Mobile,24.7498158598192,11.9887650172809,30,Comedy,1.22483261475905,2,Female,4,No,Yes,1
2P78X3TX9B,15,7.7451461611447,116.17719241717,Premium,Electronic check,No,TV Shows,No,Tablet,22.5710430258967,155.520749089968,40,Sci-Fi,4.12052112154061,9,Male,19,Yes,Yes,0
5CM0GI004I,80,12.7625592370311,1021.00473896249,Premium,Electronic check,No,Both,Yes,Computer,33.8122053851438,146.682153999036,31,Fantasy,2.25217877806736,9,Male,22,Yes,Yes,0
W2YUKP9QMF,93,13.580876198605,1263.02148647026,Basic,Electronic check,No,Both,No,Computer,22.0046046472617,114.897234498219,43,Sci-Fi,4.52992164131527,4,Male,6,No,Yes,0
V6CRGUK7OJ,28,12.1698876429248,614.196606371628,Premium,Credit card,Yes,TV Shows,No,Mobile,37.7648199908092,96.3105863314173,30,Comedy,2.89832788652881,2,Male,6,Yes,Yes,0
JHYZISEKTU,87,6.80097641075833,591.684947735975,Premium,Credit card,Yes,Both,No,Computer,32.5129033728778,67.7647508209708,0,Action,2.70504332004085,9,Male,12,Yes,Yes,0
P3ZXPQP59E,58,12.1698876429248,1062.15108488706,Premium,Credit card,Yes,TV Shows,No,Computer,6.11764647224203,177.974990018687,4,Sci-Fi,1.54595904012071,8,Male,17,Yes,Yes,0
3U07QWB58B,94,7.48971134217298,704.03286616426,Standard,Electronic check,No,TV Shows,Yes,Computer,20.2646604600242,116.68683250974,18,Drama,2.89832788652881,4,Female,11,No,Yes,0
2O9NN81OX5,52,12.1698876429248,797.303272444976,Basic,Credit card,Yes,TV Shows,No,TV,39.6278171511856,174.883584828691,46,Comedy,3.42681613000233,8,Male,9,Yes,Yes,0
UY02SJT9FM,13,16.7497663404998,217.746962426497,Standard,Electronic check,Yes,TV Shows,No,Mobile,9.42680451784198,173.186318919201,3,Action,1.22719808122736,5,Male,5,No,Yes,0
SLTZTHJFZ9,20,12.1698876429248,396.412639225367,Premium,Credit card,No,Both,No,Computer,17.0216638015442,160.973887928713,18,Comedy,4.49573705466908,4,Female,8,No,Yes,1
4R07E19QKU,103,16.5146468570314,1673.56850191916,Premium,Credit card,No,Both,No,Tablet,6.57528594646197,75.5205071070153,39,Sci-Fi,1.87624057747167,1,Female,18,No,No,0
MH6D9EWVID,62,12.1698876429248,842.712072437694,Basic,Credit card,No,Both,No,TV,34.4984820110883,65.21043318193,30,Comedy,3.5478001635599,4,Female,24,Yes,Yes,0
7HY2MOSDW6,23,12.1698876429248,170.580346638397,Standard,Mailed check,No,Both,Yes,TV,34.0019018221414,153.677046978793,42,Sci-Fi,2.61299948256307,9,Male,13,No,Yes,0
ZTOJZGRVC4,65,18.2793049135752,1188.15481938239,Standard,Credit card,Yes,Movies,No,Mobile,31.1382723549649,141.431907227829,30,Fantasy,2.89832788652881,9,Male,16,No,Yes,0
A931RZPGP2,75,13.3089809033007,998.17356774755,Basic,Bank transfer,No,Both,Yes,Mobile,24.3185270402013,119.336905250893,47,Comedy,3.02291858224073,5,Male,17,No,Yes,0
R4SINC9IQZ,43,7.68061830457747,330.266587096831,Standard,Bank transfer,No,Both,No,Mobile,18.2866652156941,149.801906014717,39,Comedy,1.42881378360555,0,Male,19,No,Yes,0
7NXSSI06MN,45,14.3034870591252,614.196606371628,Premium,Credit card,Yes,Movies,Yes,Tablet,32.5352149096366,65.2566939981874,15,Drama,2.89832788652881,6,Female,5,No,Yes,0
DM6BMTS1AS,48,18.7804451074223,901.461365156269,Standard,Credit card,Yes,Movies,Yes,Computer,22.3039554734021,29.8903640358057,1,Drama,1.44649596516306,2,Male,1,No,Yes,0
KBG5OB2YIW,19,12.1698876429248,168.599753111566,Basic,Electronic check,No,Both,No,Computer,38.6115474166904,143.30530521084,8,Comedy,1.38956192206361,8,Female,22,Yes,Yes,0
RSZFX28GG3,39,12.1698876429248,683.951795291824,Premium,Credit card,Yes,Both,Yes,Mobile,11.5606688474968,13.4850593375059,32,Fantasy,1.04966173149007,9,Male,14,Yes,Yes,1
4PCP1V37SI,44,12.1698876429248,752.663345504821,Premium,Electronic check,Yes,Movies,No,Tablet,35.6804604087013,49.3546018712605,48,Fantasy,2.89832788652881,9,Male,20,Yes,Yes,0
SCFG260GEA,31,5.46379381178298,169.377608165272,Standard,Bank transfer,Yes,Both,Yes,Computer,10.3129956307055,92.1409914689333,5,Comedy,4.62631425383506,5,Female,24,Yes,Yes,0
NRLC9JJS9S,71,5.08442390480261,360.994097240986,Standard,Electronic check,No,Movies,No,Mobile,8.17409380991461,70.2538306422226,25,Fantasy,1.24659921616827,2,Female,14,Yes,Yes,0
B6SIIXSQOS,5,12.1698876429248,57.2487699650048,Premium,Bank transfer,No,Both,Yes,Computer,15.5799822263174,115.708888500486,40,Action,2.89832788652881,2,Male,17,No,Yes,0
J647T7HQQL,43,8.86538768350136,381.211670390558,Premium,Credit card,No,Movies,No,Mobile,35.3777249358419,115.105334154563,37,Comedy,2.89832788652881,8,Male,3,No,Yes,0
AH3L1MRZRR,64,6.19014953560286,614.196606371628,Premium,Electronic check,Yes,Movies,Yes,Computer,26.0948003717461,90.2492998639672,44,Fantasy,1.91608887568806,0,Male,1,Yes,Yes,0
4PX89Y1RQA,80,12.1698876429248,614.196606371628,Premium,Credit card,No,TV Shows,Yes,Computer,1.56623125909391,99.9234372293828,23,Comedy,2.38843561481587,0,Male,13,Yes,Yes,0
3FDWNZRH2D,106,18.9510544012673,1673.56850191916,Basic,Electronic check,Yes,Both,No,TV,34.2579059713313,139.018927938477,21,Drama,4.20221504824621,5,Female,18,Yes,Yes,0
Y7Q0UE0U1M,46,10.1288361008003,465.926460636813,Premium,Credit card,No,TV Shows,No,TV,33.5367226802605,37.7665042380858,18,Drama,4.75368329343052,9,Male,9,No,Yes,0
HN78JG14TS,9,12.1698876429248,154.491589035191,Premium,Electronic check,No,Both,No,Computer,16.9795808643883,150.506098644537,41,Drama,1.73125801333786,6,Male,0,No,Yes,0
74YHNQ6G75,100,12.1698876429248,1142.94181850075,Premium,Electronic check,No,TV Shows,Yes,TV,10.594691998838,33.2129968376833,31,Action,1.05060438994307,0,Male,16,No,No,0
RLNIID3XWT,98,19.0215248857851,614.196606371628,Basic,Bank transfer,Yes,Both,No,Mobile,1.38046674535103,91.870700788936,17,Sci-Fi,2.89832788652881,9,Female,13,No,No,1
87D7OLH270,39,7.52002214306734,293.280863579626,Premium,Electronic check,Yes,Both,Yes,TV,30.1797362884113,81.0814491174988,26,Fantasy,4.89712398377208,0,Male,4,Yes,Yes,0
P6L806SMU4,70,10.4820034849949,733.740243949644,Standard,Credit card,Yes,TV Shows,No,Mobile,11.5672049488688,42.777905095358,1,Fantasy,2.57319594342246,8,Male,5,Yes,Yes,1
FCTLMSLMQJ,29,9.61055915580073,278.706215518221,Standard,Electronic check,No,Both,No,Computer,25.4575986567679,99.4478181611642,15,Fantasy,2.68219285464259,5,Male,9,Yes,Yes,0
G3AKTVZVV9,92,10.3645025178469,953.534231641919,Premium,Credit card,Yes,TV Shows,No,Mobile,29.7278389854313,39.9131991886281,13,Comedy,1.29356752942693,0,Female,18,Yes,Yes,0
7L6GJZ94PQ,109,7.41851393158457,808.618018542718,Basic,Electronic check,Yes,Movies,Yes,Mobile,7.68683037795129,131.44252948316,30,Fantasy,2.89832788652881,1,Male,7,Yes,Yes,0
Z8H53DC791,92,14.4504339954424,1329.4399275807,Premium,Electronic check,No,Both,Yes,Mobile,9.64087989593683,86.4871522254564,13,Sci-Fi,4.27344953773197,8,Female,17,No,Yes,0
MSSFBJYVA5,16,5.17375455146148,82.7800728233837,Premium,Credit card,Yes,Both,No,Mobile,4.83328861755652,127.709502126047,13,Sci-Fi,2.18336052939857,3,Female,10,Yes,Yes,0
UMFLMSRD0Q,47,8.92239372356185,419.352505007407,Standard,Mailed check,No,Movies,No,Tablet,30.6589086528044,8.82900906661557,28,Comedy,2.89832788652881,6,Male,8,Yes,Yes,0
YSBXJUEX0T,40,13.6077544383589,544.310177534355,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,31.4225325343377,39.2363328695568,13,Sci-Fi,3.53873738483418,0,Male,18,No,No,0
4RAT7BS0L4,81,10.9757143317617,889.032860872697,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,18.3522102604625,86.2334536108553,19,Sci-Fi,3.02079219538486,1,Male,19,No,Yes,0
QMSBTHUBOD,118,10.4775167495571,614.196606371628,Basic,Credit card,Yes,Both,Yes,Computer,28.8558140490185,144.764305244727,33,Comedy,4.92814998612596,5,Male,7,No,Yes,0
1LI3AQJFP6,13,18.4090140517477,239.31718267272,Standard,Credit card,No,TV Shows,Yes,TV,18.4488154530223,69.8504778399645,21,Fantasy,4.09182405463898,0,Male,2,No,Yes,0
P0UW71OPWI,103,16.1982106909559,614.196606371628,Standard,Bank transfer,Yes,Movies,No,Mobile,32.121173453694,128.927306554913,16,Comedy,3.88800563968903,5,Male,16,Yes,Yes,0
4C9VVJ76OX,82,14.2154604896036,1165.66776014749,Premium,Electronic check,No,Movies,Yes,Computer,14.4029825055345,153.30210340965,1,Action,4.14549342181449,3,Male,15,No,Yes,0
D36302KBBA,2,6.89562425230762,13.7912485046152,Basic,Electronic check,No,TV Shows,Yes,Mobile,30.0425127529612,124.155432737749,22,Fantasy,2.89832788652881,0,Male,16,No,No,1
FS3L3723G0,86,10.3213152464128,887.633111191503,Standard,Credit card,Yes,Both,No,Tablet,11.2362105659654,37.0796608211484,24,Sci-Fi,2.62861196614905,8,Female,21,No,Yes,0
3OYMTQDGCI,80,12.9978930320189,1039.83144256151,Standard,Mailed check,No,Movies,No,Computer,22.6912487357675,179.595604883429,45,Fantasy,3.49215553024645,5,Female,13,No,No,0
PQ3OE3IV47,94,11.4536723698409,614.196606371628,Premium,Electronic check,Yes,TV Shows,Yes,TV,31.4386719005052,125.925607803745,37,Action,2.89832788652881,1,Male,6,No,Yes,0
959FN5DIWG,93,19.6513614264696,1673.56850191916,Standard,Credit card,Yes,Movies,No,TV,1.65382016651617,143.171680040882,38,Comedy,3.75564353653938,8,Male,15,No,Yes,0
